,"(deg F) Mean Temperature (gridMET) at Lands, 2006-12-01 to 2021-09-30"
"2021-09-17",65.3526
"2021-09-18",64.263
"2021-09-19",63.6363
"2021-09-20",69.1048
"2021-09-21",76.9033
"2021-09-22",75.1932
"2021-09-23",73.1737
"2021-09-24",72.2917
"2021-09-25",68.0315
"2021-09-26",63.3153
"2021-09-27",64.99
"2021-09-28",61.1541
"2021-09-29",63.0054
"2021-09-30",65.3324
